Date,Price,Open,High,Low,Volume,Change(%),DayName,Year
2019-11-25,2081.5,2074.55,2084.95,2052.2,2737010,0.47,Monday,2019
2019-11-22,2071.7,2097.0,2107.0,2060.5,3742049,-2.19,Friday,2019
2019-11-21,2118.1,2112.0,2126.6,2107.4,2052574,0.45,Thursday,2019
2019-11-20,2108.55,2121.95,2135.0,2094.5,2894129,-0.01,Wednesday,2019
2019-11-19,2108.8,2153.0,2154.65,2105.0,2975313,-2.03,Tuesday,2019
2019-11-18,2152.6,2178.4,2187.75,2148.75,1611089,-1.0,Monday,2019
2019-11-15,2174.45,2196.0,2211.5,2168.75,2724180,-1.02,Friday,2019
2019-11-14,2196.8,2187.5,2200.0,2146.7,2995915,0.84,Thursday,2019
2019-11-13,2178.6,2118.0,2183.8,2118.0,3823365,3.7,Wednesday,2019
2019-11-11,2100.95,2135.0,2139.0,2091.0,2983768,-1.36,Monday,2019
2019-11-08,2129.95,2189.6,2189.6,2124.0,2788759,-2.54,Friday,2019
2019-11-07,2185.35,2204.5,2204.5,2175.2,1915598,-0.14,Thursday,2019
2019-11-06,2188.5,2200.0,2210.8,2179.0,2540719,-0.61,Wednesday,2019
2019-11-05,2201.85,2197.0,2211.0,2169.0,2693475,0.36,Tuesday,2019
2019-11-04,2193.95,2207.0,2229.2,2180.9,2646411,-0.32,Monday,2019
2019-11-01,2200.9,2264.0,2275.0,2195.0,4172620,-3.03,Friday,2019
2019-10-31,2269.65,2250.0,2284.95,2237.0,4879261,0.75,Thursday,2019
2019-10-30,2252.8,2225.0,2260.0,2176.85,5195136,2.64,Wednesday,2019
2019-10-29,2194.85,2121.5,2201.7,2121.5,5064173,3.74,Tuesday,2019
2019-10-27,2115.7,2129.0,2129.0,2108.8,224421,-0.44,Sunday,2019
2019-10-25,2124.95,2094.0,2130.0,2075.05,3954245,2.06,Friday,2019
2019-10-24,2082.0,2084.0,2099.0,2061.3,2798671,0.57,Thursday,2019
2019-10-23,2070.1,2060.0,2083.85,2052.5,2348134,0.91,Wednesday,2019
2019-10-22,2051.4,2080.0,2111.5,2040.05,5552505,-0.29,Tuesday,2019
2019-10-18,2057.35,2037.5,2063.9,2025.0,3087901,1.3,Friday,2019
2019-10-17,2030.95,2014.0,2038.0,1999.3,3818774,-0.75,Thursday,2019
2019-10-16,2046.4,2038.0,2056.0,2016.0,3034082,0.45,Wednesday,2019
2019-10-15,2037.3,2032.0,2047.0,2022.7,2261310,0.81,Tuesday,2019
2019-10-14,2021.0,1995.0,2032.75,1968.0,3510704,1.72,Monday,2019
2019-10-11,1986.85,1931.0,1995.0,1925.0,12593069,-0.88,Friday,2019
2019-10-10,2004.45,2028.0,2039.05,1997.1,2881452,-0.77,Thursday,2019
2019-10-09,2020.1,2060.0,2060.0,2015.5,2066920,-1.35,Wednesday,2019
2019-10-07,2047.7,2080.0,2094.5,2041.0,2177916,-1.52,Monday,2019
2019-10-04,2079.35,2060.6,2087.95,2054.95,2163251,0.93,Friday,2019
2019-10-03,2060.25,2070.0,2081.15,2046.15,2317618,0.01,Thursday,2019
2019-10-01,2059.95,2095.95,2095.95,2039.7,3342877,-1.87,Tuesday,2019
2019-09-30,2099.3,2061.85,2104.0,2060.0,2620039,2.1,Monday,2019
2019-09-27,2056.15,2085.0,2085.2,2051.4,2046795,-1.51,Friday,2019
2019-09-26,2087.6,2097.9,2107.0,2063.0,4234281,-0.04,Thursday,2019
2019-09-25,2088.45,2065.0,2092.0,2060.05,4002232,2.14,Wednesday,2019
2019-09-24,2044.7,2015.0,2061.0,2013.0,4620978,1.43,Tuesday,2019
2019-09-23,2015.8,2099.0,2099.0,1975.0,6323401,-2.4,Monday,2019
2019-09-20,2065.45,2104.9,2129.4,2057.0,6941979,-1.74,Friday,2019
2019-09-19,2101.95,2135.0,2135.8,2091.0,1652691,-1.71,Thursday,2019
2019-09-18,2138.55,2126.4,2142.95,2113.15,1454663,0.75,Wednesday,2019
2019-09-17,2122.65,2154.95,2156.55,2105.6,2796530,-1.27,Tuesday,2019
2019-09-16,2150.0,2159.95,2173.4,2126.4,2597948,0.38,Monday,2019
2019-09-13,2141.95,2135.0,2157.95,2115.55,2291174,0.39,Friday,2019
2019-09-12,2133.6,2155.0,2165.0,2120.35,2118859,-0.95,Thursday,2019
2019-09-11,2154.0,2186.0,2195.0,2146.55,2627440,-1.32,Wednesday,2019
2019-09-09,2182.85,2200.0,2202.85,2179.8,1703945,-0.67,Monday,2019
2019-09-06,2197.5,2216.0,2233.5,2192.6,1890550,-0.8,Friday,2019
2019-09-05,2215.3,2242.2,2253.65,2207.3,2055943,-1.34,Thursday,2019
2019-09-04,2245.4,2265.0,2270.0,2233.0,2228092,-0.28,Wednesday,2019
2019-09-03,2251.6,2270.0,2296.2,2236.95,2545060,-0.35,Tuesday,2019
2019-08-30,2259.6,2241.0,2266.0,2218.0,2583625,1.17,Friday,2019
2019-08-29,2233.45,2222.2,2248.2,2222.2,1670652,-0.26,Thursday,2019
2019-08-28,2239.25,2240.0,2252.15,2216.0,1294621,0.12,Wednesday,2019
2019-08-27,2236.5,2270.0,2274.85,2229.0,3432106,-1.75,Tuesday,2019
2019-08-26,2276.3,2247.0,2282.0,2225.0,2345475,1.27,Monday,2019
2019-08-23,2247.7,2214.95,2259.9,2213.9,2826425,1.43,Friday,2019
2019-08-22,2216.0,2187.0,2235.65,2170.0,2131601,1.36,Thursday,2019
2019-08-21,2186.2,2184.95,2202.0,2182.25,1214408,-0.03,Wednesday,2019
2019-08-20,2186.75,2172.0,2205.0,2166.5,1843611,1.1,Tuesday,2019
2019-08-19,2163.0,2180.0,2186.0,2157.7,974884,-0.1,Monday,2019
2019-08-16,2165.1,2241.4,2241.4,2143.25,3755507,-1.78,Friday,2019
2019-08-14,2204.4,2181.1,2217.85,2167.4,1945002,0.23,Wednesday,2019
2019-08-13,2199.45,2245.0,2246.25,2194.3,1647281,-2.08,Tuesday,2019
2019-08-09,2246.25,2260.0,2267.9,2241.35,1744550,-0.52,Friday,2019
2019-08-08,2258.1,2228.9,2281.0,2218.9,2073298,2.02,Thursday,2019
2019-08-07,2213.45,2230.0,2238.5,2207.25,2165362,-0.07,Wednesday,2019
2019-08-06,2214.9,2232.8,2251.95,2211.45,2885467,-1.5,Tuesday,2019
2019-08-05,2248.6,2199.9,2252.25,2195.6,3039682,1.96,Monday,2019
2019-08-02,2205.3,2173.0,2210.0,2165.5,2500816,1.16,Friday,2019
2019-08-01,2180.05,2200.0,2217.5,2166.25,2375236,-1.16,Thursday,2019
2019-07-31,2205.7,2171.75,2211.7,2147.15,3000677,1.22,Wednesday,2019
2019-07-30,2179.15,2130.0,2185.0,2120.45,2851672,2.31,Tuesday,2019
2019-07-29,2130.0,2110.8,2142.0,2103.3,1647090,0.99,Monday,2019
2019-07-26,2109.05,2129.8,2129.8,2095.0,1720592,-0.89,Friday,2019
2019-07-25,2127.9,2108.9,2135.0,2092.55,2544464,1.48,Thursday,2019
2019-07-24,2096.8,2110.0,2120.8,2076.5,2413196,-0.74,Wednesday,2019
2019-07-23,2112.45,2127.9,2130.0,2102.4,3538588,0.12,Tuesday,2019
2019-07-22,2109.9,2077.0,2117.45,2068.8,1920167,1.59,Monday,2019
2019-07-19,2076.95,2077.0,2097.0,2062.5,1953177,0.53,Friday,2019
2019-07-18,2065.95,2116.2,2116.2,2060.0,3072096,-2.42,Thursday,2019
2019-07-17,2117.25,2108.0,2125.0,2092.1,1802969,0.53,Wednesday,2019
2019-07-16,2106.0,2126.0,2132.5,2100.0,2735399,-1.85,Tuesday,2019
2019-07-15,2145.7,2125.0,2153.6,2098.0,2900415,1.81,Monday,2019
2019-07-12,2107.6,2102.1,2119.75,2093.1,1560725,0.24,Friday,2019
2019-07-11,2102.55,2128.0,2129.0,2086.05,2400346,-0.27,Thursday,2019
2019-07-10,2108.2,2080.0,2127.85,2071.3,6343581,-1.18,Wednesday,2019
2019-07-09,2133.35,2174.0,2174.4,2104.55,3977224,-1.93,Tuesday,2019
2019-07-08,2175.4,2149.0,2188.8,2132.1,2788062,0.57,Monday,2019
2019-07-05,2163.1,2247.0,2250.0,2140.0,4088470,-3.55,Friday,2019
2019-07-04,2242.65,2234.0,2252.0,2230.1,984140,0.22,Thursday,2019
2019-07-03,2237.65,2252.2,2258.8,2232.0,1656881,-0.64,Wednesday,2019
2019-07-02,2252.1,2244.9,2257.0,2216.45,1771746,0.56,Tuesday,2019
2019-07-01,2239.55,2235.0,2255.0,2206.6,2769940,0.55,Monday,2019
2019-06-28,2227.2,2260.0,2261.95,2222.5,2372928,-1.13,Friday,2019
2019-06-27,2252.55,2255.0,2264.0,2241.3,2813464,-0.07,Thursday,2019
2019-06-26,2254.2,2265.0,2266.8,2250.0,1762224,-0.6,Wednesday,2019
2019-06-25,2267.8,2270.0,2274.45,2250.5,1386077,-0.34,Tuesday,2019
2019-06-24,2275.5,2254.15,2280.0,2250.8,1382424,1.14,Monday,2019
2019-06-21,2249.85,2285.0,2292.5,2242.0,3871804,-1.23,Friday,2019
2019-06-20,2277.95,2230.0,2284.0,2212.0,2199377,0.8,Thursday,2019
2019-06-19,2259.9,2255.0,2276.0,2243.15,1652817,0.4,Wednesday,2019
2019-06-18,2250.85,2244.0,2260.0,2231.2,1877447,0.07,Tuesday,2019
2019-06-17,2249.2,2256.0,2262.0,2241.45,1489497,-0.24,Monday,2019
2019-06-14,2254.5,2257.25,2263.1,2234.0,2131408,0.02,Friday,2019
2019-06-13,2254.1,2264.0,2285.0,2243.05,3320916,-0.3,Thursday,2019
2019-06-12,2260.9,2245.0,2266.9,2219.0,2404448,0.36,Wednesday,2019
2019-06-11,2252.8,2237.0,2263.95,2231.0,3048937,0.95,Tuesday,2019
2019-06-10,2231.5,2196.7,2235.85,2185.5,2080593,2.28,Monday,2019
2019-06-07,2181.75,2174.0,2189.8,2142.1,2659446,0.72,Friday,2019
2019-06-06,2166.1,2199.0,2199.0,2152.0,3735467,-0.78,Thursday,2019
2019-06-04,2183.1,2224.0,2224.0,2175.0,2408658,-2.64,Tuesday,2019
2019-06-03,2242.3,2201.0,2247.65,2185.65,3682419,2.08,Monday,2019
2019-05-31,2196.55,2160.0,2204.95,2152.25,4265370,2.34,Friday,2019
2019-05-30,2146.3,2123.0,2156.55,2114.4,4971725,1.84,Thursday,2019
2019-05-29,2107.55,2080.0,2123.7,2077.1,3281320,1.63,Wednesday,2019
2019-05-28,2073.75,2060.0,2097.5,2045.0,5872979,0.91,Tuesday,2019
2019-05-27,2055.15,2054.8,2068.95,2040.1,2329820,0.35,Monday,2019
2019-05-24,2048.0,2070.0,2070.0,2032.25,2274208,-0.29,Friday,2019
2019-05-23,2054.05,2098.0,2115.35,2050.0,2541294,-1.33,Thursday,2019
2019-05-22,2081.75,2110.0,2121.95,2075.0,2595795,-1.33,Wednesday,2019
2019-05-21,2109.75,2148.05,2148.7,2102.55,1863157,-1.6,Tuesday,2019
2019-05-20,2143.95,2125.0,2151.4,2050.0,2625116,2.31,Monday,2019
2019-05-17,2095.45,2112.6,2135.0,2090.0,1947908,-0.63,Friday,2019
2019-05-16,2108.75,2096.0,2124.0,2077.05,1946529,0.64,Thursday,2019
2019-05-15,2095.4,2097.0,2124.0,2084.5,2346876,0.15,Wednesday,2019
2019-05-14,2092.35,2135.0,2159.8,2072.35,2456110,-1.71,Tuesday,2019
2019-05-13,2128.75,2133.0,2167.0,2121.65,1701744,-0.33,Monday,2019
2019-05-10,2135.8,2175.0,2192.0,2125.85,2039633,-1.69,Friday,2019
2019-05-09,2172.55,2145.0,2184.1,2136.1,2264162,0.92,Thursday,2019
2019-05-08,2152.85,2151.0,2168.0,2130.4,1824895,0.04,Wednesday,2019
2019-05-07,2151.95,2160.05,2184.35,2138.8,2201698,-0.27,Tuesday,2019
2019-05-06,2157.85,2110.0,2165.0,2108.5,2891422,1.21,Monday,2019
2019-05-03,2132.0,2185.0,2186.05,2125.0,3780886,-3.76,Friday,2019
2019-05-02,2215.4,2255.0,2259.4,2211.1,2457699,-1.99,Thursday,2019
2019-04-30,2260.35,2238.55,2266.95,2230.1,3488395,0.97,Tuesday,2019
2019-04-26,2238.55,2203.0,2243.95,2193.15,2716958,1.98,Friday,2019
2019-04-25,2195.0,2175.0,2205.0,2168.05,4211526,0.53,Thursday,2019
2019-04-24,2183.45,2158.0,2195.0,2156.1,3003071,1.32,Wednesday,2019
2019-04-23,2155.05,2163.0,2165.5,2134.05,2163524,-0.3,Tuesday,2019
2019-04-22,2161.45,2148.0,2176.0,2145.6,2007135,0.53,Monday,2019
2019-04-18,2150.05,2149.9,2155.0,2114.2,3413728,0.86,Thursday,2019
2019-04-16,2131.8,2120.0,2155.95,2115.55,5771952,0.88,Tuesday,2019
2019-04-15,2113.3,2070.0,2119.8,2041.0,9189201,4.9,Monday,2019
2019-04-12,2014.5,2038.0,2039.0,2007.0,3198471,-0.25,Friday,2019
2019-04-11,2019.5,2045.0,2055.0,2013.65,3422442,-1.02,Thursday,2019
2019-04-10,2040.25,2083.0,2085.5,2036.0,3313062,-2.45,Wednesday,2019
2019-04-09,2091.5,2070.0,2098.0,2057.65,2690970,1.0,Tuesday,2019
2019-04-08,2070.75,2059.0,2075.0,2032.7,2194294,1.1,Monday,2019
2019-04-05,2048.3,2028.65,2054.4,2018.8,3152103,1.68,Friday,2019
2019-04-04,2014.5,2078.15,2079.7,2007.4,4397518,-3.12,Thursday,2019
2019-04-03,2079.3,2085.0,2089.6,2058.1,2939886,0.0,Wednesday,2019
2019-04-02,2079.3,2037.1,2086.0,2037.0,3719663,2.35,Tuesday,2019
2019-04-01,2031.65,2010.0,2039.95,2008.25,2095740,1.5,Monday,2019
2019-03-29,2001.65,2019.0,2024.9,1983.55,2948955,0.07,Friday,2019
2019-03-28,2000.3,1980.0,2014.6,1972.8,4054489,1.65,Thursday,2019
2019-03-27,1967.9,1994.0,1998.0,1961.0,2266166,-0.74,Wednesday,2019
2019-03-26,1982.65,1984.0,1994.95,1958.05,2316539,-0.08,Tuesday,2019
2019-03-25,1984.25,2007.8,2007.8,1977.2,2429205,-1.07,Monday,2019
2019-03-22,2005.65,2015.0,2016.0,1983.3,3148149,-0.47,Friday,2019
2019-03-20,2015.05,2028.0,2044.8,2000.0,3091165,-0.38,Wednesday,2019
2019-03-19,2022.8,2030.0,2030.0,1995.1,2373993,0.0,Tuesday,2019
2019-03-18,2022.8,2043.0,2064.6,2011.0,2349915,-0.84,Monday,2019
2019-03-15,2039.95,1998.9,2068.95,1991.0,5184318,2.64,Friday,2019
2019-03-14,1987.4,2004.95,2007.8,1981.0,1905495,-0.65,Thursday,2019
2019-03-13,2000.5,2013.0,2015.9,1978.6,1833163,-0.59,Wednesday,2019
2019-03-12,2012.45,2014.05,2024.8,2003.0,2658550,-0.12,Tuesday,2019
2019-03-11,2014.8,2028.9,2033.0,2003.65,3111689,-0.39,Monday,2019
2019-03-08,2022.7,2025.0,2033.0,2010.05,2031071,0.47,Friday,2019
2019-03-07,2013.3,2005.0,2024.05,2000.2,2539884,0.69,Thursday,2019
2019-03-06,1999.6,1989.3,2015.0,1985.05,2635047,0.58,Wednesday,2019
2019-03-05,1988.1,2005.0,2007.0,1976.6,2449622,-0.37,Tuesday,2019
2019-03-01,1995.4,1995.05,2005.0,1980.35,4148548,0.6,Friday,2019
2019-02-28,1983.45,2060.0,2071.35,1977.6,8454295,-3.63,Thursday,2019
2019-02-27,2058.1,2040.0,2074.95,2022.0,4732082,0.95,Wednesday,2019
2019-02-26,2038.7,1984.0,2045.15,1972.25,6453309,2.7,Tuesday,2019
2019-02-25,1985.15,1932.5,1990.0,1930.5,2934880,3.09,Monday,2019
2019-02-22,1925.65,1917.2,1930.0,1905.1,2271955,0.6,Friday,2019
2019-02-21,1914.2,1914.75,1940.0,1897.05,4683919,-0.03,Thursday,2019
2019-02-20,1914.75,1915.0,1933.8,1881.3,4645778,0.52,Wednesday,2019
2019-02-19,1904.8,1970.0,1971.0,1892.0,4408554,-3.32,Tuesday,2019
2019-02-18,1970.3,2037.6,2041.95,1962.65,2942184,-2.93,Monday,2019
2019-02-15,2029.7,2049.0,2052.0,2010.95,1930065,-0.73,Friday,2019
2019-02-14,2044.6,2060.05,2075.0,2033.05,1724085,-1.01,Thursday,2019
2019-02-13,2065.4,2062.0,2083.0,2050.5,2808581,0.67,Wednesday,2019
2019-02-12,2051.6,2070.0,2070.0,2018.0,2422903,-0.69,Tuesday,2019
2019-02-11,2065.9,2060.0,2096.0,2048.9,1778730,0.22,Monday,2019
2019-02-08,2061.4,2075.0,2089.5,2051.0,1684474,-1.03,Friday,2019
2019-02-07,2082.9,2074.75,2097.95,2067.0,1339945,0.39,Thursday,2019
2019-02-06,2074.8,2049.9,2086.85,2041.05,1789812,1.48,Wednesday,2019
2019-02-05,2044.55,2050.0,2055.0,2028.0,1111404,-0.28,Tuesday,2019
2019-02-04,2050.25,2029.95,2055.45,2023.0,1590764,1.0,Monday,2019
2019-02-01,2029.95,2009.5,2034.75,1998.1,3064163,0.79,Friday,2019
2019-01-31,2014.1,1987.0,2019.75,1985.0,4094319,1.65,Thursday,2019
2019-01-30,1981.4,1979.6,1989.5,1954.65,2429575,-0.07,Wednesday,2019
2019-01-29,1982.75,1962.0,1989.05,1936.65,2557626,1.42,Tuesday,2019
2019-01-28,1955.0,1933.0,1962.0,1925.5,2769033,1.78,Monday,2019
2019-01-25,1920.8,1902.0,1935.0,1901.0,2327080,1.01,Friday,2019
2019-01-24,1901.55,1884.8,1905.25,1875.0,1962927,1.38,Thursday,2019
2019-01-23,1875.6,1901.0,1906.1,1870.0,2578169,-1.38,Wednesday,2019
2019-01-22,1901.9,1907.1,1918.25,1890.0,2457093,-0.36,Tuesday,2019
2019-01-21,1908.7,1902.0,1932.0,1895.45,2409803,0.42,Monday,2019
2019-01-18,1900.65,1881.0,1904.2,1876.0,1683728,0.34,Friday,2019
2019-01-17,1894.3,1878.0,1898.0,1871.3,2625816,1.29,Thursday,2019
2019-01-16,1870.15,1870.0,1875.0,1847.0,2359280,0.13,Wednesday,2019
2019-01-15,1867.8,1810.0,1869.35,1808.0,7711653,3.01,Tuesday,2019
2019-01-14,1813.25,1850.0,1851.0,1810.0,3615370,-1.59,Monday,2019
2019-01-11,1842.55,1870.0,1875.0,1835.0,9209862,-2.44,Friday,2019
2019-01-10,1888.55,1890.0,1905.0,1872.1,3053461,0.08,Thursday,2019
2019-01-09,1886.95,1907.4,1919.0,1866.7,2414376,-0.35,Wednesday,2019
2019-01-08,1893.55,1905.4,1906.4,1883.3,1691756,-0.23,Tuesday,2019
2019-01-07,1897.9,1891.8,1908.8,1881.0,1856423,1.12,Monday,2019
2019-01-04,1876.85,1900.0,1901.2,1841.0,4280862,-1.22,Friday,2019
2019-01-03,1899.95,1919.0,1944.95,1893.1,2611668,-1.21,Thursday,2019
2019-01-02,1923.3,1905.0,1934.45,1900.0,2100463,1.08,Wednesday,2019
2019-01-01,1902.8,1896.0,1910.0,1885.0,1094883,0.52,Tuesday,2019
2018-12-31,1893.05,1908.0,1909.0,1886.15,1879740,-0.16,Monday,2018
2018-12-28,1896.05,1915.0,1920.0,1893.0,2239130,-0.68,Friday,2018
2018-12-27,1908.95,1909.0,1941.7,1872.1,4968201,1.05,Thursday,2018
2018-12-26,1889.2,1921.8,1921.8,1870.25,2446614,-1.53,Wednesday,2018
2018-12-24,1918.5,1905.8,1938.9,1905.0,1864116,1.2,Monday,2018
2018-12-21,1895.8,1948.0,1950.0,1886.55,3729956,-2.98,Friday,2018
2018-12-20,1954.05,1953.8,1974.9,1946.0,1940277,-0.73,Thursday,2018
2018-12-19,1968.45,1984.8,1984.8,1960.05,2498833,-0.98,Wednesday,2018
2018-12-18,1987.85,1991.9,2002.0,1976.4,1768742,-0.32,Tuesday,2018
2018-12-17,1994.3,1999.0,2004.9,1985.0,1227921,0.23,Monday,2018
2018-12-14,1989.75,1983.0,1998.95,1975.25,2473761,0.36,Friday,2018
2018-12-13,1982.6,2024.0,2029.7,1974.5,3748429,-1.7,Thursday,2018
2018-12-12,2016.8,2001.1,2022.0,1984.95,2219993,0.84,Wednesday,2018
2018-12-11,2000.0,1970.0,2010.0,1961.0,2942014,1.22,Tuesday,2018
2018-12-10,1975.8,1975.0,2011.0,1960.0,2010786,-0.97,Monday,2018
2018-12-07,1995.2,1985.05,2003.9,1973.0,1680420,0.13,Friday,2018
2018-12-06,1992.7,1998.0,2017.0,1979.6,2321216,-0.7,Thursday,2018
2018-12-05,2006.75,2006.0,2018.0,1985.0,2501539,-0.2,Wednesday,2018
2018-12-04,2010.85,1983.0,2019.4,1971.0,3270615,1.44,Tuesday,2018
2018-12-03,1982.4,1984.0,1990.0,1968.3,1610576,0.72,Monday,2018
2018-11-30,1968.25,1966.0,1991.0,1959.85,5268901,0.39,Friday,2018
2018-11-29,1960.55,1997.0,1997.0,1942.55,4035441,-1.18,Thursday,2018
2018-11-28,1983.9,1889.0,1989.0,1882.5,5313249,4.95,Wednesday,2018
2018-11-27,1890.25,1854.0,1897.9,1835.35,3344839,2.39,Tuesday,2018
2018-11-26,1846.1,1819.0,1860.0,1784.5,4333177,1.85,Monday,2018
2018-11-22,1812.55,1820.0,1847.6,1809.95,3194219,0.03,Thursday,2018
2018-11-21,1812.0,1871.0,1871.05,1798.55,3840461,-3.53,Wednesday,2018
2018-11-20,1878.25,1902.0,1902.0,1874.2,1190182,-1.27,Tuesday,2018
2018-11-19,1902.45,1899.0,1907.35,1864.3,1740628,0.84,Monday,2018
2018-11-16,1886.6,1889.0,1899.8,1870.25,1829729,0.73,Friday,2018
2018-11-15,1872.85,1864.0,1899.0,1857.6,1829123,-0.41,Thursday,2018
2018-11-14,1880.65,1925.0,1929.9,1870.0,2422318,-2.81,Wednesday,2018
2018-11-13,1934.95,1915.0,1939.0,1903.0,1418432,1.05,Tuesday,2018
2018-11-12,1914.85,1908.5,1946.1,1908.5,2552008,0.3,Monday,2018
2018-11-09,1909.2,1961.0,1961.95,1905.0,2570479,-1.7,Friday,2018
2018-11-07,1942.15,1940.0,1949.0,1937.0,144530,0.49,Wednesday,2018
2018-11-06,1932.7,1894.0,1937.5,1891.0,1398710,2.21,Tuesday,2018
2018-11-05,1890.85,1910.0,1927.35,1884.75,1713366,-1.18,Monday,2018
2018-11-02,1913.45,1934.2,1954.6,1905.0,1818635,-1.15,Friday,2018
2018-11-01,1935.75,1943.65,1944.35,1901.3,2769759,-0.12,Thursday,2018
2018-10-31,1938.15,1900.0,1943.9,1875.45,2769190,2.29,Wednesday,2018
2018-10-30,1894.8,1867.0,1909.4,1845.0,2404883,1.27,Tuesday,2018
2018-10-29,1871.0,1808.7,1877.95,1784.35,2609483,4.0,Monday,2018
2018-10-26,1799.1,1853.9,1853.9,1791.1,2285970,-2.91,Friday,2018
2018-10-25,1853.0,1844.0,1876.9,1825.05,2507233,0.24,Thursday,2018
2018-10-24,1848.5,1852.05,1874.0,1811.1,2735913,0.26,Wednesday,2018
2018-10-23,1843.65,1888.0,1898.0,1837.0,2752811,-3.12,Tuesday,2018
2018-10-22,1903.0,1914.0,1916.0,1886.95,1778496,-0.53,Monday,2018
2018-10-19,1913.2,1929.0,1929.0,1870.05,3428776,-0.84,Friday,2018
2018-10-17,1929.4,1970.0,1989.0,1920.0,2779207,-1.68,Wednesday,2018
2018-10-16,1962.3,1958.0,1971.9,1935.0,2815425,0.66,Tuesday,2018
2018-10-15,1949.5,1940.0,1955.55,1920.0,2638151,1.63,Monday,2018
2018-10-12,1918.3,1978.0,1978.0,1903.0,9373289,-3.11,Friday,2018
2018-10-11,1979.95,1985.0,2013.0,1941.0,4700256,-3.11,Thursday,2018
2018-10-10,2043.6,2100.0,2105.95,2029.0,2749573,-2.3,Wednesday,2018
2018-10-09,2091.8,2080.35,2107.65,2053.2,1867130,0.69,Tuesday,2018
2018-10-08,2077.55,2102.65,2122.2,2048.15,2010154,-1.19,Monday,2018
2018-10-05,2102.65,2050.0,2120.0,2020.9,3417624,1.83,Friday,2018
2018-10-04,2064.8,2156.6,2156.65,2056.35,4762419,-4.53,Thursday,2018
2018-10-03,2162.85,2250.3,2255.0,2155.6,3902322,-4.11,Wednesday,2018
2018-10-01,2255.55,2190.9,2275.95,2190.35,3772208,3.29,Monday,2018
2018-09-28,2183.7,2178.0,2190.0,2158.85,2904371,-0.24,Friday,2018
2018-09-27,2188.85,2141.9,2209.7,2135.8,3311802,2.18,Thursday,2018
2018-09-26,2142.15,2187.0,2199.0,2135.1,1970951,-1.88,Wednesday,2018
2018-09-25,2183.2,2204.9,2211.9,2153.8,2868778,-0.69,Tuesday,2018
2018-09-24,2198.45,2115.0,2210.5,2098.15,3032226,4.53,Monday,2018
2018-09-21,2103.15,2077.0,2121.0,2050.15,4508530,1.22,Friday,2018
2018-09-19,2077.9,2071.9,2089.0,2066.85,1301268,0.35,Wednesday,2018
2018-09-18,2070.75,2073.0,2078.8,2057.6,1456507,-0.16,Tuesday,2018
2018-09-17,2074.15,2070.0,2077.8,2054.55,1033857,0.42,Monday,2018
2018-09-14,2065.4,2044.0,2071.55,2018.15,3642038,1.05,Friday,2018
2018-09-12,2043.95,2052.35,2068.9,2040.0,2307661,-0.11,Wednesday,2018
2018-09-11,2046.25,2089.0,2089.0,2042.2,3679745,-1.66,Tuesday,2018
2018-09-10,2080.75,2084.4,2093.4,2074.25,1530539,0.04,Monday,2018
2018-09-07,2079.85,2079.3,2084.0,2065.4,1312182,0.22,Friday,2018
2018-09-06,2075.3,2075.0,2081.5,2060.3,2238097,-0.19,Thursday,2018
2018-09-05,2079.25,2100.0,2107.25,2075.05,1681106,-0.94,Wednesday,2018
2018-09-04,2098.9,2059.8,2104.75,2056.95,4420803,2.24,Tuesday,2018
2018-09-03,2052.9,2084.8,2090.0,2048.4,1439711,-1.23,Monday,2018
2018-08-31,2078.4,2082.3,2092.0,2074.0,2504554,-0.19,Friday,2018
2018-08-30,2082.4,2068.0,2085.0,2065.5,2408020,0.5,Thursday,2018
2018-08-29,2072.0,2072.5,2076.6,2045.6,1525867,0.14,Wednesday,2018
2018-08-28,2069.2,2055.0,2072.0,2052.0,1987983,0.89,Tuesday,2018
2018-08-27,2050.9,2043.0,2059.0,2035.0,1532702,0.39,Monday,2018
2018-08-24,2043.0,2035.1,2046.0,2031.0,1570533,0.39,Friday,2018
2018-08-23,2035.1,2022.8,2038.0,2020.3,3046791,0.86,Thursday,2018
2018-08-21,2017.65,2010.15,2024.0,2004.0,1376866,0.38,Tuesday,2018
2018-08-20,2009.95,2024.0,2024.0,2003.7,1587032,-0.14,Monday,2018
2018-08-17,2012.75,2013.85,2021.9,2004.0,1213731,0.21,Friday,2018
2018-08-16,2008.5,2000.3,2020.05,1995.0,2152065,0.25,Thursday,2018
2018-08-14,2003.55,1992.0,2024.6,1982.4,3311765,0.17,Tuesday,2018
2018-08-13,2000.15,1997.8,2004.25,1990.0,3559575,0.35,Monday,2018
2018-08-10,1993.1,1980.95,1996.5,1972.05,2784105,0.95,Friday,2018
2018-08-09,1974.35,1980.0,1980.8,1966.0,2060297,0.02,Thursday,2018
2018-08-08,1974.0,1972.0,1978.3,1962.0,1315062,0.34,Wednesday,2018
2018-08-07,1967.35,1978.2,1979.15,1960.5,1353560,-0.42,Tuesday,2018
2018-08-06,1975.55,1997.0,1998.95,1972.25,1532249,-0.2,Monday,2018
2018-08-03,1979.45,1956.5,1982.05,1956.5,1505131,1.59,Friday,2018
2018-08-02,1948.4,1980.0,1985.0,1945.0,1509287,-1.42,Thursday,2018
2018-08-01,1976.5,1949.95,1981.55,1949.8,2425180,1.87,Wednesday,2018
2018-07-31,1940.2,1942.0,1947.0,1928.0,2204803,-0.23,Tuesday,2018
